FID,geom,source
modelled_grid_original.3494,"MULTILINESTRING ((441799.2326224357 1196450.9547002432, 438552.4141149927 1199755.2252708501, 438552.4141149927 1200699.360997314, 437624.7516842938 1201643.5227277162, 437624.7516842938 1203059.814127528, 437160.9204689443 1203531.9242859588, 437160.9204689443 1204004.040961433, 436697.08925359487 1204476.1641566216, 436697.08925359487 1205892.5728872723, 436233.2580382454 1206364.722188106, 436233.2580382454 1207309.0403917667, 435769.42682289914 1207781.2092999467, 435769.42682289914 1208725.5667424032, 435305.59560754965 1209197.7552820372, 435305.59560754965 1210142.152011506, 434377.9331768507 1211086.574959104, 434377.9331768507 1211558.7962714012, 433914.1019615013 1212031.0241462681, 433914.1019615013 1212503.2585863865, 433450.2707461518 1212975.4995944344, 433450.2707461518 1213920.001325048, 432986.43953080237 1214392.2620529719, 432986.43953080237 1214864.5293595474, 432058.77710010664 1215809.0837193835, 432058.77710010664 1217698.271500864, 430203.4522387087 1219587.5648411182, 429739.62102335924 1219587.5648411182, 428811.9585926635 1220532.2511494348, 428348.127377314 1220532.2511494348, 427884.2961619646 1221004.6042225282, 422318.32157777745 1215336.8032474588))",gridfinder
modelled_grid_original.3495,"MULTILINESTRING ((759523.6151365193 1196450.9547002432, 759523.6151365193 1196922.9739010597, 757668.2902751247 1198811.1155269188, 756276.7966290764 1198811.1155269188, 755812.9654137269 1199283.1671524062, 755349.1341983805 1199283.1671524062, 753957.640552332 1200699.360997314, 751174.6532602385 1200699.360997314, 750710.8220448891 1201171.4386106862, 750246.9908295396 1201171.4386106862, 749783.1596141901 1201643.5227277162))",gridfinder
modelled_grid_original.3496,"MULTILINESTRING ((836519.5968844603 1196450.9547002432, 836519.5968844603 1196922.9739010597))",openstreetmap
modelled_grid_original.3497,"MULTILINESTRING ((863885.6385900533 1197394.9995814608, 864349.4698054027 1196922.9739010597, 864813.301020749 1196922.9739010597, 865277.1322360984 1196450.9547002432, 870379.2756049393 1196450.9547002432, 870843.1068202887 1196922.9739010597))",openstreetmap
modelled_grid_original.3498,"MULTILINESTRING ((1086524.6219575857 1196450.9547002432, 1086060.7907422362 1196922.9739010597))",gridfinder
modelled_grid_original.3499,"MULTILINESTRING ((1086524.6219575857 1196450.9547002432, 1086988.4531729352 1196922.9739010597))",gridfinder
modelled_grid_original.3500,"MULTILINESTRING ((749319.3283988407 1195978.941976339, 746536.3411067472 1198811.1155269188, 746536.3411067472 1199283.1671524062))",gridfinder
modelled_grid_original.3501,"MULTILINESTRING ((759523.6151365193 1195978.941976339, 759059.7839211731 1195978.941976339))",gridfinder
modelled_grid_original.3502,"MULTILINESTRING ((759523.6151365193 1195978.941976339, 759523.6151365193 1196450.9547002432))",gridfinder
modelled_grid_original.3503,"MULTILINESTRING ((834200.440807713 1195978.941976339, 834200.440807713 1197394.9995814608, 834664.2720230625 1197867.0317441232, 834664.2720230625 1198339.0703917148, 835128.1032384118 1198811.1155269188, 835128.1032384118 1199283.1671524062, 836055.7656691108 1200227.2898849298))",openstreetmap
modelled_grid_original.3504,"MULTILINESTRING ((889860.1866495977 1195978.941976339, 884758.04328076 1201171.4386106862, 883830.3808500611 1201171.4386106862, 882902.7184193621 1202115.6133510843))",gridfinder
modelled_grid_original.3505,"MULTILINESTRING ((492820.66631082905 1195506.9357266708, 491429.17266478064 1196922.9739010597, 490965.3414494312 1196922.9739010597, 490501.5102340849 1197394.9995814608, 490037.6790187355 1197394.9995814608, 486790.8605112924 1200699.360997314, 486327.029295943 1200699.360997314, 485863.1980805935 1201171.4386106862, 484935.5356498945 1201171.4386106862, 484471.704434545 1201643.5227277162, 483544.0420038493 1201643.5227277162, 479369.56106570736 1197394.9995814608))",gridfinder
modelled_grid_original.3506,"MULTILINESTRING ((493284.4975261785 1195506.9357266708, 492820.66631082905 1195506.9357266708))",gridfinder
modelled_grid_original.3507,"MULTILINESTRING ((834200.440807713 1195506.9357266708, 833736.6095923667 1195506.9357266708))",openstreetmap
modelled_grid_original.3508,"MULTILINESTRING ((834200.440807713 1195506.9357266708, 834200.440807713 1195978.941976339))",openstreetmap
modelled_grid_original.3509,"MULTILINESTRING ((889396.3554342482 1195506.9357266708, 886613.3681421546 1195506.9357266708, 886149.5369268053 1195978.941976339, 875945.2501891265 1195978.941976339, 875481.4189737771 1196450.9547002432, 872234.600466334 1196450.9547002432, 871770.7692509847 1196922.9739010597, 871306.9380356383 1196922.9739010597))",openstreetmap
modelled_grid_original.3510,"MULTILINESTRING ((889860.1866495977 1195506.9357266708, 889396.3554342482 1195506.9357266708))",openstreetmap
modelled_grid_original.3511,"MULTILINESTRING ((889860.1866495977 1195506.9357266708, 889860.1866495977 1195978.941976339))",openstreetmap
modelled_grid_original.3512,"MULTILINESTRING ((1003035.0031947618 1195506.9357266708, 1002571.1719794124 1195978.941976339, 1002571.1719794124 1196922.9739010597, 1002107.340764063 1197394.9995814608, 1002107.340764063 1197867.0317441232, 1000252.0159026682 1199755.2252708501, 1000252.0159026682 1200227.2898849298, 999788.1846873187 1200699.360997314, 999788.1846873187 1201171.4386106862, 998396.6910412704 1202587.7104834607, 998396.6910412704 1203059.814127528, 997932.8598259209 1203531.9242859588, 997932.8598259209 1204004.040961433, 997469.0286105715 1204476.1641566216, 997469.0286105715 1205420.430116867, 997005.1973952252 1205892.5728872723))",gridfinder
modelled_grid_original.3513,"MULTILINESTRING ((1003498.8344101114 1195506.9357266708, 1003035.0031947618 1195506.9357266708))",gridfinder
modelled_grid_original.3514,"MULTILINESTRING ((1003498.8344101114 1195506.9357266708, 1003962.6656254608 1195506.9357266708, 1010920.1338556932 1202587.7104834607, 1019732.9269473266 1202587.7104834607, 1029473.3824696558 1212503.2585863865, 1029473.3824696558 1217225.9646660632, 1031792.5385463999 1219587.5648411182))",gridfinder
modelled_grid_original.3515,"MULTILINESTRING ((440407.73897638737 1195034.9359485654, 441799.2326224357 1196450.9547002432))",gridfinder
modelled_grid_original.3516,"MULTILINESTRING ((492820.66631082905 1195034.9359485654, 492820.66631082905 1195506.9357266708))",gridfinder
modelled_grid_original.3517,"MULTILINESTRING ((835128.1032384118 1195034.9359485654, 834664.2720230625 1195034.9359485654, 834200.440807713 1195506.9357266708))",openstreetmap
modelled_grid_original.3518,"MULTILINESTRING ((1003035.0031947618 1195034.9359485654, 1003035.0031947618 1195506.9357266708))",gridfinder
modelled_grid_original.3519,"MULTILINESTRING ((728446.9237081371 1194562.942639349, 728446.9237081371 1195034.9359485654, 729374.5861388328 1195978.941976339, 729374.5861388328 1196922.9739010597))",openstreetmap
modelled_grid_original.3520,"MULTILINESTRING ((728446.9237081371 1194090.9557963521, 728446.9237081371 1194562.942639349))",gridfinder
modelled_grid_original.3522,"MULTILINESTRING ((729374.5861388328 1194090.9557963521, 728910.7549234834 1194090.9557963521))",gridfinder
modelled_grid_original.3523,"MULTILINESTRING ((729374.5861388328 1194090.9557963521, 729838.4173541822 1194562.942639349, 730302.2485695317 1194562.942639349, 731229.9110002307 1195506.9357266708, 732621.4046462758 1195506.9357266708, 733085.2358616253 1195978.941976339, 733549.0670769748 1195978.941976339, 735404.3919383695 1197867.0317441232, 735868.223153719 1197867.0317441232, 736332.0543690685 1198339.0703917148, 736795.8855844178 1198339.0703917148, 737723.5480151168 1199283.1671524062, 738651.2104458157 1199283.1671524062))",gridfinder
modelled_grid_original.3524,"MULTILINESTRING ((818430.1794858472 1197867.0317441232, 819357.8419165461 1196922.9739010597, 819821.6731318955 1196922.9739010597, 820749.3355625912 1195978.941976339, 820749.3355625912 1195506.9357266708, 822140.8292086397 1194090.9557963521, 822604.6604239891 1194090.9557963521, 823068.4916393387 1194562.942639349))",gridfinder
modelled_grid_original.3525,"MULTILINESTRING ((838838.7529612045 1194090.9557963521, 840230.2466072529 1195506.9357266708, 840694.0778226024 1195506.9357266708, 842085.5714686475 1196922.9739010597, 842549.4026839971 1196922.9739010597, 843013.2338993464 1197394.9995814608, 853681.3518523745 1197394.9995814608, 854145.1830677241 1196922.9739010597, 862957.9761593543 1196922.9739010597, 863421.8073747037 1197394.9995814608))",openstreetmap
modelled_grid_original.3526,"MULTILINESTRING ((1264171.977436265 1194090.9557963521, 1264171.977436265 1196450.9547002432, 1263708.1462209155 1196922.9739010597, 1263708.1462209155 1198339.0703917148, 1264171.977436265 1198811.1155269188))",openstreetmap
modelled_grid_original.3527,"MULTILINESTRING ((729838.4173541822 1193618.975416896, 729374.5861388328 1194090.9557963521))",gridfinder
modelled_grid_original.3528,"MULTILINESTRING ((1264171.977436265 1193618.975416896, 1263708.1462209155 1193618.975416896))",openstreetmap
modelled_grid_original.3529,"MULTILINESTRING ((1264171.977436265 1193618.975416896, 1264171.977436265 1194090.9557963521))",openstreetmap
modelled_grid_original.3530,"MULTILINESTRING ((693659.5825569591 1193147.001498311, 693659.5825569591 1194090.9557963521, 694123.4137723086 1194562.942639349, 694123.4137723086 1195506.9357266708, 691340.4264802118 1198339.0703917148, 691340.4264802118 1199755.2252708501, 689021.2704034676 1202115.6133510843))",gridfinder
modelled_grid_original.3531,"MULTILINESTRING ((831417.4535156194 1193147.001498311, 833736.6095923667 1195506.9357266708))",openstreetmap
modelled_grid_original.3532,"MULTILINESTRING ((835591.9344537614 1193147.001498311, 835591.9344537614 1193618.975416896, 836519.5968844603 1194562.942639349, 836519.5968844603 1196450.9547002432))",openstreetmap
modelled_grid_original.3533,"MULTILINESTRING ((1264635.8086516145 1193147.001498311, 1264171.977436265 1193618.975416896))",openstreetmap
modelled_grid_original.3534,"MULTILINESTRING ((1264635.8086516145 1193147.001498311, 1265099.639866964 1193618.975416896, 1266027.3022976597 1193618.975416896))",gridfinder
modelled_grid_original.3535,"MULTILINESTRING ((693659.5825569591 1192675.034037922, 693659.5825569591 1193147.001498311))",gridfinder
modelled_grid_original.3536,"MULTILINESTRING ((694123.4137723086 1192675.034037922, 693659.5825569591 1192675.034037922))",gridfinder
modelled_grid_original.3537,"MULTILINESTRING ((727055.4300620886 1192675.034037922, 728446.9237081371 1194090.9557963521))",gridfinder
modelled_grid_original.3538,"MULTILINESTRING ((831417.4535156194 1192675.034037922, 830953.62230027 1192675.034037922))",openstreetmap
modelled_grid_original.3539,"MULTILINESTRING ((831417.4535156194 1192675.034037922, 831417.4535156194 1193147.001498311))",openstreetmap
modelled_grid_original.3540,"MULTILINESTRING ((835128.1032384118 1192675.034037922, 835591.9344537614 1193147.001498311))",openstreetmap
modelled_grid_original.3541,"MULTILINESTRING ((836055.7656691108 1192675.034037922, 835591.9344537614 1193147.001498311))",openstreetmap
modelled_grid_original.3542,"MULTILINESTRING ((836055.7656691108 1192675.034037922, 836519.5968844603 1192675.034037922, 837447.259315156 1193618.975416896, 837911.0905305056 1193618.975416896, 838374.921745855 1194090.9557963521, 838838.7529612045 1194090.9557963521))",openstreetmap
modelled_grid_original.3543,"MULTILINESTRING ((754885.302983031 1192203.073033058, 758595.9527058236 1195978.941976339, 759059.7839211731 1195978.941976339))",gridfinder
modelled_grid_original.3544,"MULTILINESTRING ((834664.2720230625 1192203.073033058, 835128.1032384118 1192675.034037922))",openstreetmap
modelled_grid_original.3545,"MULTILINESTRING ((835591.9344537614 1192203.073033058, 835128.1032384118 1192675.034037922))",openstreetmap
modelled_grid_original.3546,"MULTILINESTRING ((835591.9344537614 1192203.073033058, 836055.7656691108 1192675.034037922))",openstreetmap
modelled_grid_original.3547,"MULTILINESTRING ((724272.4427699951 1191731.1184810484, 724736.2739853445 1192203.073033058, 724736.2739853445 1193147.001498311, 725200.1052006909 1193618.975416896, 725200.1052006909 1194090.9557963521, 725663.9364160403 1194562.942639349, 725663.9364160403 1195506.9357266708, 726127.7676313898 1195978.941976339, 726127.7676313898 1196450.9547002432, 726591.5988467393 1196922.9739010597, 727055.4300620886 1196922.9739010597, 727519.2612774381 1197394.9995814608, 728910.7549234834 1197394.9995814608))",openstreetmap
modelled_grid_original.3548,"MULTILINESTRING ((818430.1794858472 1191731.1184810484, 817966.3482704976 1192203.073033058, 817966.3482704976 1194562.942639349, 817502.5170551483 1195034.9359485654, 817502.5170551483 1195978.941976339, 816574.8546244523 1196922.9739010597))",gridfinder
modelled_grid_original.3549,"MULTILINESTRING ((818894.0107011966 1191731.1184810484, 818430.1794858472 1191731.1184810484))",gridfinder
modelled_grid_original.3550,"MULTILINESTRING ((818894.0107011966 1191731.1184810484, 819821.6731318955 1191731.1184810484, 820285.5043472451 1192203.073033058))",gridfinder
modelled_grid_original.3551,"MULTILINESTRING ((830025.9598695743 1191731.1184810484, 829562.1286542247 1192203.073033058))",openstreetmap
modelled_grid_original.3552,"MULTILINESTRING ((830025.9598695743 1191731.1184810484, 830953.62230027 1192675.034037922))",openstreetmap
modelled_grid_original.3553,"MULTILINESTRING ((834200.440807713 1191731.1184810484, 834664.2720230625 1192203.073033058))",openstreetmap
modelled_grid_original.3554,"MULTILINESTRING ((835128.1032384118 1191731.1184810484, 834664.2720230625 1192203.073033058))",openstreetmap
modelled_grid_original.3555,"MULTILINESTRING ((835128.1032384118 1191731.1184810484, 835591.9344537614 1192203.073033058))",openstreetmap
modelled_grid_original.3556,"MULTILINESTRING ((1261388.9901441715 1191731.1184810484, 1261388.9901441715 1192203.073033058, 1262780.4837902165 1193618.975416896, 1263708.1462209155 1193618.975416896))",openstreetmap
modelled_grid_original.3557,"MULTILINESTRING ((694123.4137723086 1192675.034037922, 696442.5698490527 1192675.034037922, 696906.4010644022 1192203.073033058, 699689.3883564958 1192203.073033058, 700153.2195718453 1192675.034037922, 703400.0380792883 1192675.034037922, 703863.8692946378 1192203.073033058, 704327.7005099873 1192203.073033058, 704791.5317253335 1191731.1184810484, 706646.8565867314 1191731.1184810484, 707110.6878020809 1191259.1703792154, 707574.5190174303 1191731.1184810484, 707574.5190174303 1192203.073033058, 708502.181448126 1193147.001498311, 709429.843878825 1193147.001498311, 709893.6750941745 1193618.975416896, 717778.805755109 1193618.975416896, 719170.2994011542 1192203.073033058, 720097.961831853 1192203.073033058, 721025.624262552 1191259.1703792154, 721953.2866932477 1191259.1703792154, 722880.9491239466 1192203.073033058, 723808.6115546456 1192203.073033058, 724272.4427699951 1191731.1184810484))",openstreetmap
modelled_grid_original.3558,"MULTILINESTRING ((741434.1977379093 1191259.1703792154, 741898.0289532588 1191259.1703792154, 742825.6913839545 1192203.073033058, 742825.6913839545 1196922.9739010597))",gridfinder
modelled_grid_original.3559,"MULTILINESTRING ((818430.1794858472 1191259.1703792154, 818430.1794858472 1191731.1184810484))",gridfinder
modelled_grid_original.3560,"MULTILINESTRING ((834200.440807713 1191731.1184810484, 834664.2720230625 1191259.1703792154, 835128.1032384118 1191731.1184810484))",openstreetmap
modelled_grid_original.3561,"MULTILINESTRING ((849506.8709142327 1191259.1703792154, 849970.7021295821 1191731.1184810484, 850434.5333449316 1191731.1184810484))",gridfinder
modelled_grid_original.3562,"MULTILINESTRING ((963145.5186747462 1191259.1703792154, 962681.6874593968 1191731.1184810484, 962681.6874593968 1194090.9557963521, 960826.3625979989 1195978.941976339, 960826.3625979989 1196922.9739010597, 960362.5313826493 1197394.9995814608, 960362.5313826493 1198811.1155269188, 959898.7001673 1199283.1671524062))",gridfinder
modelled_grid_original.3563,"MULTILINESTRING ((832808.9471616679 1190787.2287248927, 831881.2847309689 1191731.1184810484, 831881.2847309689 1192203.073033058, 831417.4535156194 1192675.034037922))",openstreetmap
modelled_grid_original.3564,"MULTILINESTRING ((832808.9471616679 1190787.2287248927, 833272.7783770172 1190787.2287248927, 834200.440807713 1191731.1184810484))",openstreetmap
modelled_grid_original.3565,"MULTILINESTRING ((849506.8709142327 1190787.2287248927, 849506.8709142327 1191259.1703792154))",gridfinder
